iter	Passed	Remaining
1738	2508	7241
1739	2509	7238
1740	2510	7237
1741	2512	7235
1742	2513	7233
1743	2514	7231
1744	2516	7230
1745	2517	7227
1746	2519	7227
1747	2520	7226
1748	2522	7224
1749	2523	7222
1750	2524	7220
1751	2525	7218
1752	2527	7217
1753	2528	7216
1754	2530	7215
1755	2532	7214
1756	2533	7212
1757	2534	7210
1758	2536	7209
1759	2537	7208
1760	2539	7206
1761	2540	7205
1762	2542	7204
1763	2543	7202
1764	2544	7200
1765	2545	7197
1766	2547	7195
1767	2548	7194
1768	2550	7194
1769	2552	7193
1770	2553	7191
1771	2555	7191
1772	2556	7189
1773	2558	7188
1774	2559	7187
1775	2561	7186
1776	2562	7184
1777	2564	7183
1778	2565	7181
1779	2566	7179
1780	2568	7177
1781	2569	7175
1782	2570	7173
1783	2571	7172
1784	2573	7171
1785	2574	7169
1786	2576	7168
1787	2577	7166
1788	2579	7165
1789	2580	7164
1790	2582	7162
1791	2583	7160
1792	2584	7158
1793	2585	7156
1794	2587	7155
1795	2588	7153
1796	2590	7151
1797	2591	7150
1798	2592	7148
1799	2594	7147
1800	2595	7145
1801	2596	7143
1802	2598	7142
1803	2599	7140
1804	2601	7140
1805	2603	7139
1806	2605	7139
1807	2606	7137
1808	2607	7135
1809	2608	7132
1810	2610	7131
1811	2611	7129
1812	2612	7127
1813	2614	7125
1814	2615	7124
1815	2616	7122
1816	2617	7120
1817	2619	7118
1818	2620	7116
1819	2621	7114
1820	2623	7113
1821	2624	7111
1822	2625	7109
1823	2627	7108
1824	2628	7106
1825	2629	7104
1826	2631	7102
1827	2632	7100
1828	2634	7099
1829	2635	7099
1830	2637	7097
1831	2638	7095
1832	2639	7093
1833	2641	7092
1834	2642	7091
1835	2644	7089
1836	2645	7087
1837	2646	7086
1838	2648	7084
1839	2649	7083
1840	2650	7081
1841	2652	7080
1842	2653	7078
1843	2654	7076
1844	2656	7075
1845	2657	7073
1846	2659	7072
1847	2661	7071
1848	2662	7071
1849	2664	7069
1850	2665	7068
1851	2667	7067
1852	2668	7066
1853	2670	7064
1854	2671	7062
1855	2672	7060
1856	2674	7058
1857	2675	7056
1858	2676	7055
1859	2678	7054
1860	2679	7052
1861	2680	7050
1862	2682	7049
1863	2683	7047
1864	2685	7046
1865	2686	7044
1866	2687	7042
1867	2688	7040
1868	2690	7038
1869	2691	7036
1870	2692	7034
1871	2693	7032
1872	2695	7032
1873	2697	7030
1874	2698	7028
1875	2699	7026
1876	2701	7025
1877	2702	7024
1878	2703	7022
1879	2705	7020
1880	2706	7018
1881	2707	7017
1882	2709	7015
1883	2710	7013
1884	2712	7012
1885	2713	7011
1886	2714	7009
1887	2716	7007
1888	2717	7005
1889	2718	7003
1890	2720	7002
1891	2721	7000
1892	2722	6999
1893	2724	6997
1894	2725	6996
1895	2727	6994
1896	2728	6993
1897	2729	6991
1898	2731	6990
1899	2733	6989
1900	2734	6987
1901	2735	6985
1902	2737	6984
1903	2738	6982
1904	2739	6981
1905	2741	6979
1906	2742	6978
1907	2744	6976
1908	2745	6974
1909	2747	6974
1910	2748	6972
1911	2749	6970
1912	2751	6969
1913	2752	6967
1914	2753	6965
1915	2755	6964
1916	2756	6962
1917	2758	6961
1918	2759	6959
1919	2760	6958
1920	2762	6957
1921	2764	6956
1922	2765	6954
1923	2766	6953
1924	2768	6952
1925	2769	6950
1926	2771	6949
1927	2772	6947
1928	2774	6946
1929	2775	6944
1930	2777	6943
1931	2778	6941
1932	2779	6939
1933	2781	6939
1934	2782	6937
1935	2784	6936
1936	2785	6934
1937	2786	6932
1938	2788	6930
1939	2789	6929
1940	2790	6927
1941	2792	6927
1942	2794	6926
1943	2796	6927
1944	2797	6925
1945	2799	6923
1946	2800	6922
1947	2802	6920
1948	2803	6918
1949	2804	6916
1950	2806	6916
1951	2807	6914
1952	2809	6913
1953	2810	6911
1954	2811	6909
1955	2813	6908
1956	2814	6906
1957	2816	6905
1958	2817	6903
1959	2818	6901
1960	2819	6899
1961	2821	6897
1962	2822	6896
1963	2824	6894
1964	2826	6895
1965	2827	6894
1966	2829	6892
1967	2830	6890
1968	2831	6889
1969	2833	6887
1970	2834	6885
1971	2835	6883
1972	2837	6882
1973	2838	6880
1974	2840	6879
1975	2841	6878
1976	2842	6876
1977	2844	6875
1978	2845	6873
1979	2846	6871
1980	2848	6869
1981	2849	6868
1982	2850	6866
1983	2852	6864
1984	2853	6862
1985	2854	6861
1986	2856	6859
1987	2857	6857
1988	2858	6855
1989	2860	6854
1990	2861	6852
1991	2862	6850
1992	2864	6849
1993	2865	6847
1994	2866	6845
1995	2868	6844
1996	2869	6843
1997	2871	6841
1998	2872	6839
1999	2873	6837
2000	2875	6836
2001	2876	6834
2002	2877	6832
2003	2879	6833
2004	2881	6831
2005	2883	6831
2006	2884	6829
2007	2885	6828
2008	2887	6826
2009	2888	6825
2010	2890	6823
2011	2891	6822
2012	2893	6821
2013	2894	6820
2014	2896	6818
2015	2897	6817
2016	2899	6815
2017	2900	6813
2018	2901	6812
2019	2903	6810
2020	2904	6809
2021	2906	6808
2022	2907	6806
2023	2908	6804
2024	2909	6802
2025	2911	6801
2026	2912	6800
2027	2914	6798
2028	2915	6796
2029	2916	6795
2030	2918	6794
2031	2920	6794
2032	2922	6793
2033	2923	6791
2034	2924	6789
2035	2926	6787
2036	2927	6786
2037	2929	6785
2038	2930	6784
2039	2931	6781
2040	2933	6780
2041	2934	6779
2042	2936	6777
2043	2937	6777
2044	2939	6775
2045	2940	6773
2046	2942	6772
2047	2943	6770
2048	2944	6769
2049	2946	6767
2050	2947	6766
2051	2949	6765
2052	2950	6763
2053	2951	6761
2054	2953	6760
2055	2955	6759
2056	2956	6757
2057	2957	6755
2058	2958	6754
2059	2960	6753
2060	2961	6751
2061	2963	6749
2062	2964	6747
2063	2965	6745
2064	2966	6744
2065	2968	6743
2066	2970	6743
2067	2972	6741
2068	2973	6739
2069	2974	6738
2070	2976	6736
2071	2978	6736
2072	2979	6735
2073	2981	6734
2074	2982	6732
2075	2983	6730
2076	2985	6729
2077	2987	6729
2078	2988	6727
2079	2990	6726
2080	2991	6724
2081	2992	6722
2082	2994	6721
2083	2995	6719
2084	2996	6717
2085	2998	6716
2086	2999	6715
2087	3000	6713
2088	3002	6711
2089	3003	6710
2090	3005	6708
2091	3006	6707
2092	3007	6705
2093	3009	6703
2094	3010	6702
2095	3011	6700
2096	3013	6698
2097	3014	6697
2098	3016	6696
2099	3017	6694
2100	3018	6693
2101	3020	6691
2102	3021	6689
2103	3022	6688
2104	3024	6686
2105	3025	6684
2106	3026	6682
2107	3027	6680
2108	3029	6678
2109	3030	6677
2110	3032	6675
2111	3033	6674
2112	3034	6673
2113	3036	6671
2114	3037	6669
2115	3039	6669
2116	3040	6667
2117	3042	6666
2118	3044	6665
2119	3045	6664
2120	3046	6662
2121	3048	6660
2122	3049	6659
2123	3050	6657
2124	3052	6655
2125	3053	6654
2126	3054	6652
2127	3056	6651
2128	3057	6649
2129	3059	6648
2130	3060	6646
2131	3062	6645
2132	3063	6644
2133	3065	6643
2134	3066	6641
2135	3067	6639
2136	3069	6638
2137	3070	6636
2138	3071	6634
2139	3073	6633
2140	3074	6631
2141	3075	6630
2142	3077	6628
2143	3078	6627
2144	3080	6625
2145	3082	6625
2146	3083	6624
2147	3084	6622
2148	3086	6620
2149	3087	6618
2150	3089	6617
2151	3090	6616
2152	3091	6614
2153	3093	6613
2154	3094	6611
2155	3096	6610
2156	3097	6608
2157	3098	6606
2158	3099	6604
2159	3101	6603
2160	3102	6601
2161	3104	6600
2162	3105	6598
2163	3106	6596
2164	3107	6594
2165	3109	6593
2166	3110	6591
2167	3112	6590
2168	3114	6589
2169	3115	6589
2170	3117	6587
2171	3118	6585
2172	3119	6584
2173	3121	6583
2174	3123	6582
2175	3124	6580
2176	3125	6578
2177	3127	6577
2178	3128	6575
2179	3130	6574
2180	3131	6573
2181	3133	6572
2182	3134	6571
2183	3136	6569
2184	3137	6567
2185	3138	6565
2186	3139	6564
2187	3141	6562
2188	3142	6560
2189	3143	6559
2190	3145	6557
2191	3146	6555
2192	3148	6554
2193	3149	6552
2194	3151	6552
2195	3152	6550
2196	3153	6548
2197	3155	6547
2198	3157	6546
2199	3158	6545
2200	3160	6544
2201	3161	6542
2202	3162	6540
2203	3164	6539
2204	3165	6538
2205	3167	6536
2206	3168	6535
2207	3169	6533
2208	3171	6531
2209	3172	6529
2210	3173	6528
2211	3175	6527
2212	3176	6525
2213	3178	6523
2214	3179	6522
2215	3180	6520
2216	3182	6519
2217	3183	6518
2218	3185	6516
2219	3186	6515
2220	3187	6513
2221	3188	6511
2222	3190	6509
2223	3191	6508
2224	3192	6506
2225	3194	6506
2226	3196	6504
2227	3197	6502
2228	3199	6501
2229	3200	6500
2230	3201	6498
2231	3203	6496
2232	3204	6495
2233	3206	6494
2234	3207	6492
2235	3208	6490
2236	3210	6489
2237	3211	6488
2238	3213	6486
2239	3214	6484
2240	3215	6483
2241	3216	6481
2242	3218	6479
2243	3219	6477
2244	3220	6476
2245	3222	6474
2246	3223	6473
2247	3224	6471
2248	3226	6469
2249	3227	6468
2250	3228	6466
2251	3230	6465
2252	3231	6463
2253	3232	6461
2254	3234	6459
2255	3235	6457
2256	3236	6456
2257	3238	6454
2258	3239	6454
2259	3241	6452
2260	3242	6451
2261	3244	6450
2262	3245	6448
2263	3247	6446
2264	3248	6445
2265	3249	6444
2266	3251	6442
2267	3253	6441
2268	3254	6439
2269	3255	6438
2270	3257	6437
2271	3259	6437
2272	3260	6435
2273	3262	6434
2274	3263	6433
2275	3265	6431
2276	3266	6429
2277	3268	6428
2278	3269	6427
2279	3270	6425
2280	3272	6424
2281	3273	6422
2282	3275	6421
2283	3276	6419
2284	3277	6417
2285	3279	6416
2286	3280	6414
2287	3281	6412
2288	3282	6410
2289	3284	6409
2290	3285	6407
2291	3286	6405
2292	3287	6403
2293	3289	6401
2294	3290	6400
2295	3292	6399
2296	3293	6398
2297	3295	6396
2298	3296	6395
2299	3297	6393
2300	3299	6392
2301	3300	6390
2302	3301	6388
2303	3303	6386
2304	3304	6385
2305	3305	6383
2306	3307	6382
2307	3308	6380
2308	3309	6378
2309	3311	6377
2310	3312	6376
2311	3314	6374
2312	3315	6373
2313	3317	6372
2314	3319	6371
2315	3320	6369
2316	3321	6368
2317	3322	6366
2318	3324	6364
2319	3326	6364
2320	3327	6363
2321	3329	6361
2322	3330	6359
2323	3331	6358
2324	3333	6357
2325	3334	6355
2326	3335	6353
2327	3337	6351
2328	3338	6349
2329	3339	6348
2330	3340	6346
2331	3342	6344
2332	3343	6343
2333	3345	6342
2334	3346	6340
2335	3347	6338
2336	3349	6337
2337	3350	6335
2338	3351	6334
2339	3353	6332
2340	3354	6331
2341	3356	6329
2342	3357	6328
2343	3359	6327
2344	3360	6325
2345	3361	6323
2346	3363	6322
2347	3364	6320
2348	3366	6319
2349	3367	6318
2350	3369	6316
2351	3370	6314
2352	3371	6313
2353	3372	6311
2354	3373	6309
2355	3375	6307
2356	3376	6306
2357	3378	6305
2358	3379	6304
2359	3381	6302
2360	3382	6300
2361	3383	6299
2362	3384	6297
2363	3386	6295
2364	3387	6293
2365	3388	6292
2366	3390	6291
2367	3391	6289
2368	3393	6287
2369	3394	6286
2370	3395	6284
2371	3396	6282
2372	3398	6281
2373	3399	6279
2374	3401	6278
2375	3402	6276
2376	3403	6274
2377	3405	6273
2378	3406	6271
2379	3407	6269
2380	3409	6269
2381	3411	6267
2382	3412	6266
2383	3413	6264
2384	3415	6263
2385	3416	6261
2386	3417	6259
2387	3418	6257
2388	3420	6256
2389	3421	6254
2390	3422	6253
2391	3424	6251
2392	3425	6250
2393	3427	6248
2394	3428	6246
2395	3429	6245
2396	3430	6243
2397	3432	6241
2398	3433	6240
2399	3434	6238
2400	3436	6237
2401	3437	6235
2402	3438	6233
2403	3440	6232
2404	3441	6230
2405	3443	6229
2406	3444	6227
2407	3446	6226
2408	3447	6225
2409	3448	6223
2410	3450	6222
2411	3452	6221
2412	3454	6221
2413	3455	6219
2414	3456	6218
2415	3458	6216
2416	3459	6215
2417	3461	6213
2418	3462	6212
2419	3463	6210
2420	3465	6208
2421	3466	6207
2422	3467	6205
2423	3469	6204
2424	3470	6202
2425	3472	6201
2426	3473	6200
2427	3475	6199
2428	3476	6197
2429	3477	6195
2430	3479	6194
2431	3480	6192
2432	3482	6191
2433	3483	6189
2434	3484	6188
2435	3486	6186
2436	3487	6184
2437	3488	6183
2438	3490	6181
2439	3491	6180
2440	3493	6179
2441	3494	6177
2442	3496	6176
2443	3497	6175
2444	3499	6174
2445	3501	6173
2446	3502	6171
2447	3503	6169
2448	3505	6169
2449	3506	6167
2450	3507	6165
2451	3509	6164
2452	3510	6162
2453	3511	6160
2454	3513	6159
2455	3514	6157
2456	3516	6157
2457	3517	6155
2458	3519	6154
2459	3521	6153
2460	3522	6151
2461	3523	6149
2462	3525	6148
2463	3526	6147
2464	3527	6145
2465	3529	6143
2466	3530	6141
2467	3531	6140
2468	3532	6138
2469	3534	6137
2470	3535	6135
2471	3536	6133
2472	3538	6132
2473	3539	6130
2474	3540	6128
2475	3542	6128
2476	3544	6126
2477	3545	6125
2478	3547	6123
2479	3548	6122
2480	3549	6120
2481	3551	6119
2482	3552	6118
2483	3554	6116
2484	3555	6115
2485	3557	6114
2486	3558	6112
2487	3559	6111
2488	3561	6109
2489	3562	6107
2490	3564	6106
2491	3565	6105
2492	3567	6103
2493	3568	6102
2494	3569	6100
2495	3571	6099
2496	3573	6098
2497	3574	6096
2498	3575	6095
2499	3577	6093
2500	3578	6092
2501	3579	6091
2502	3581	6089
2503	3582	6088
2504	3584	6086
2505	3585	6084
2506	3587	6083
2507	3588	6082
2508	3589	6080
2509	3591	6079
2510	3592	6078
2511	3594	6076
2512	3595	6074
2513	3596	6073
2514	3598	6071
2515	3599	6070
2516	3600	6068
2517	3603	6068
2518	3604	6066
2519	3605	6065
2520	3607	6063
2521	3608	6062
2522	3610	6061
2523	3611	6059
2524	3613	6059
2525	3614	6057
2526	3616	6056
2527	3618	6055
2528	3619	6053
2529	3620	6052
2530	3622	6050
2531	3623	6049
2532	3625	6048
2533	3626	6046
2534	3627	6044
2535	3629	6043
2536	3631	6042
2537	3632	6041
2538	3633	6039
2539	3635	6038
2540	3636	6036
2541	3637	6035
2542	3639	6033
2543	3640	6031
2544	3642	6030
2545	3643	6028
2546	3644	6027
2547	3646	6025
2548	3647	6024
2549	3648	6022
2550	3650	6021
2551	3651	6020
2552	3653	6018
2553	3654	6016
2554	3655	6015
2555	3657	6013
2556	3658	6011
2557	3659	6010
2558	3661	6008
2559	3662	6007
2560	3663	6005
2561	3665	6004
2562	3667	6003
2563	3668	6002
2564	3669	6000
2565	3671	5998
2566	3673	5998
2567	3674	5996
2568	3675	5994
2569	3676	5993
2570	3678	5991
2571	3679	5990
2572	3681	5989
2573	3682	5987
2574	3684	5986
2575	3686	5985
2576	3687	5984
2577	3688	5982
2578	3690	5981
2579	3691	5979
2580	3693	5978
2581	3694	5976
2582	3695	5975
2583	3697	5973
2584	3698	5971
2585	3699	5970
2586	3700	5968
2587	3702	5966
2588	3703	5965
2589	3705	5964
2590	3706	5963
2591	3708	5961
2592	3709	5960
2593	3711	5958
2594	3712	5957
2595	3714	5955
2596	3715	5954
2597	3716	5953
2598	3719	5952
2599	3720	5951
2600	3722	5950
2601	3723	5948
2602	3725	5947
2603	3726	5945
2604	3728	5945
2605	3729	5943
2606	3730	5941
2607	3732	5940
2608	3733	5938
2609	3735	5938
2610	3736	5936
2611	3738	5934
2612	3739	5933
2613	3740	5931
2614	3742	5931
2615	3743	5929
2616	3745	5927
2617	3746	5926
2618	3748	5924
2619	3749	5923
2620	3751	5922
2621	3752	5920
2622	3754	5919
2623	3755	5918
2624	3757	5916
2625	3758	5915
2626	3759	5913
2627	3761	5912
2628	3762	5910
2629	3763	5909
2630	3765	5907
2631	3766	5905
2632	3767	5904
2633	3768	5902
2634	3770	5901
2635	3772	5900
2636	3773	5898
2637	3775	5897
2638	3776	5895
2639	3777	5893
2640	3778	5892
2641	3780	5890
2642	3781	5889
2643	3783	5887
2644	3785	5887
2645	3786	5886
2646	3788	5884
2647	3789	5883
2648	3790	5881
2649	3792	5880
2650	3794	5879
2651	3795	5877
2652	3796	5876
2653	3798	5874
2654	3799	5873
2655	3800	5871
2656	3802	5869
2657	3803	5868
2658	3805	5867
2659	3806	5866
2660	3808	5864
2661	3809	5863
2662	3811	5861
2663	3812	5860
2664	3813	5858
2665	3814	5856
2666	3816	5855
2667	3817	5853
2668	3818	5852
2669	3820	5850
2670	3821	5848
2671	3822	5847
2672	3824	5845
2673	3825	5844
2674	3827	5843
2675	3828	5841
2676	3830	5840
2677	3831	5838
2678	3832	5837
2679	3834	5835
2680	3835	5833
2681	3836	5832
2682	3837	5830
2683	3839	5829
2684	3840	5827
2685	3842	5827
2686	3844	5825
2687	3845	5823
2688	3846	5822
2689	3848	5820
2690	3849	5819
2691	3851	5818
2692	3852	5816
2693	3853	5815
2694	3855	5813
2695	3856	5812
2696	3858	5811
2697	3859	5809
2698	3861	5808
2699	3862	5806
2700	3863	5804
2701	3865	5803
2702	3866	5801
2703	3867	5800
2704	3868	5798
2705	3870	5796
2706	3871	5795
2707	3872	5793
2708	3874	5791
2709	3875	5790
2710	3877	5789
2711	3878	5787
2712	3880	5786
2713	3881	5784
2714	3882	5783
2715	3883	5781
2716	3885	5780
2717	3887	5779
2718	3888	5778
2719	3890	5776
2720	3891	5775
2721	3892	5773
2722	3894	5772
2723	3895	5770
2724	3896	5768
2725	3898	5767
2726	3899	5765
2727	3901	5764
2728	3903	5763
2729	3904	5762
2730	3906	5761
2731	3907	5760
2732	3909	5758
2733	3910	5757
2734	3912	5756
2735	3913	5754
2736	3915	5753
2737	3916	5751
2738	3918	5750
2739	3919	5748
2740	3920	5747
2741	3921	5745
2742	3923	5743
2743	3924	5742
2744	3925	5740
2745	3926	5738
2746	3928	5736
2747	3929	5735
2748	3931	5734
2749	3932	5732
2750	3933	5731
2751	3935	5729
2752	3936	5728
2753	3938	5727
2754	3939	5726
2755	3941	5725
2756	3943	5723
2757	3944	5722
2758	3945	5720
2759	3947	5718
2760	3948	5717
2761	3950	5716
2762	3951	5715
2763	3952	5713
2764	3954	5712
2765	3955	5710
2766	3966	5723
2767	3968	5721
2768	3969	5720
2769	3971	5718
2770	3972	5717
2771	3974	5716
2772	3975	5715
2773	3977	5713
2774	3978	5711
2775	3979	5710
2776	3981	5708
2777	3982	5706
2778	3984	5705
2779	3985	5704
2780	3986	5702
2781	3988	5701
2782	3989	5700
2783	3991	5698
2784	3992	5697
2785	3994	5695
2786	3995	5694
2787	3997	5693
2788	3998	5691
2789	4000	5690
2790	4001	5689
2791	4004	5690
2792	4006	5688
2793	4007	5687
2794	4008	5685
2795	4009	5683
2796	4011	5681
2797	4012	5680
2798	4013	5678
2799	4015	5677
2800	4016	5675
2801	4017	5673
2802	4019	5672
2803	4020	5670
2804	4021	5669
2805	4024	5669
2806	4025	5667
2807	4026	5665
2808	4027	5664
2809	4029	5662
2810	4030	5660
2811	4032	5659
2812	4033	5658
2813	4034	5656
2814	4036	5655
2815	4037	5653
2816	4038	5651
2817	4040	5650
2818	4041	5649
2819	4043	5647
2820	4044	5645
2821	4045	5644
2822	4047	5642
2823	4048	5641
2824	4050	5640
2825	4051	5639
2826	4053	5638
2827	4054	5636
2828	4056	5634
2829	4057	5633
2830	4059	5632
2831	4060	5630
2832	4062	5629
2833	4063	5627
2834	4064	5626
2835	4066	5624
2836	4067	5623
2837	4068	5621
2838	4070	5619
2839	4071	5618
2840	4072	5616
2841	4073	5614
2842	4075	5613
2843	4076	5611
2844	4077	5610
2845	4079	5608
2846	4080	5607
2847	4082	5605
2848	4083	5603
2849	4084	5602
2850	4086	5601
2851	4087	5599
2852	4089	5598
2853	4090	5597
2854	4091	5595
2855	4093	5594
2856	4094	5592
2857	4096	5591
2858	4097	5589
2859	4098	5588
2860	4100	5586
2861	4101	5584
2862	4102	5583
2863	4104	5581
2864	4105	5580
2865	4107	5578
2866	4108	5577
2867	4109	5575
2868	4111	5574
2869	4113	5573
2870	4114	5572
2871	4116	5571
2872	4117	5569
2873	4119	5568
2874	4121	5567
2875	4122	5566
2876	4124	5565
2877	4125	5563
2878	4127	5562
2879	4129	5561
2880	4130	5559
2881	4131	5558
2882	4133	5557
2883	4134	5555
2884	4135	5553
2885	4137	5552
2886	4138	5551
2887	4140	5549
2888	4142	5548
2889	4143	5547
2890	4145	5546
2891	4146	5544
2892	4148	5543
2893	4150	5542
2894	4151	5541
2895	4153	5540
2896	4154	5538
2897	4156	5537
2898	4158	5536
2899	4159	5534
2900	4160	5533
2901	4162	5531
2902	4163	5530
2903	4164	5528
2904	4166	5527
2905	4167	5526
2906	4169	5524
2907	4170	5522
2908	4171	5521
2909	4173	5519
2910	4174	5518
2911	4175	5516
2912	4177	5514
2913	4178	5513
2914	4179	5512
2915	4181	5510
2916	4182	5509
2917	4184	5507
2918	4185	5506
2919	4187	5504
2920	4188	5503
2921	4189	5501
2922	4191	5500
2923	4192	5498
2924	4193	5497
2925	4195	5495
2926	4196	5494
2927	4198	5492
2928	4199	5491
2929	4201	5490
2930	4202	5489
2931	4204	5487
2932	4205	5486
2933	4207	5485
2934	4208	5483
2935	4210	5482
2936	4211	5480
2937	4212	5478
2938	4214	5477
2939	4215	5475
2940	4216	5474
2941	4218	5472
2942	4219	5471
2943	4221	5470
2944	4222	5469
2945	4224	5467
2946	4225	5466
2947	4227	5465
2948	4228	5463
2949	4230	5461
2950	4231	5460
2951	4232	5458
2952	4234	5457
2953	4235	5455
2954	4236	5454
2955	4238	5452
2956	4239	5451
2957	4241	5450
2958	4242	5448
2959	4244	5447
2960	4245	5445
2961	4247	5444
2962	4248	5442
2963	4249	5441
2964	4252	5441
2965	4253	5439
2966	4255	5438
2967	4256	5437
2968	4258	5435
2969	4259	5434
2970	4261	5433
2971	4263	5432
2972	4264	5430
2973	4265	5428
2974	4267	5427
2975	4268	5425
2976	4269	5424
2977	4271	5422
2978	4272	5421
2979	4274	5420
2980	4275	5418
2981	4277	5417
2982	4278	5415
2983	4279	5414
2984	4281	5412
2985	4282	5411
2986	4284	5410
2987	4285	5408
2988	4287	5407
2989	4288	5405
2990	4290	5404
2991	4291	5403
2992	4292	5401
2993	4294	5400
2994	4295	5398
2995	4297	5397
2996	4298	5395
2997	4299	5394
2998	4301	5392
2999	4302	5391
3000	4303	5389
3001	4305	5387
3002	4306	5386
3003	4308	5385
3004	4309	5383
3005	4310	5382
3006	4312	5381
3007	4314	5379
3008	4315	5377
3009	4316	5376
3010	4318	5375
3011	4319	5373
3012	4320	5371
3013	4322	5370
3014	4323	5368
3015	4324	5367
3016	4326	5365
3017	4327	5364
3018	4328	5362
3019	4330	5361
3020	4331	5359
3021	4332	5357
3022	4334	5356
3023	4336	5355
3024	4337	5354
3025	4339	5352
3026	4340	5351
3027	4342	5350
3028	4343	5349
3029	4345	5347
3030	4346	5346
3031	4348	5344
3032	4349	5343
3033	4350	5341
3034	4352	5340
3035	4353	5339
3036	4355	5337
3037	4356	5336
3038	4357	5334
3039	4359	5333
3040	4360	5331
3041	4362	5330
3042	4363	5329
3043	4365	5327
3044	4366	5326
3045	4368	5324
3046	4369	5323
3047	4370	5321
3048	4372	5320
3049	4373	5318
3050	4375	5317
3051	4376	5315
3052	4377	5313
3053	4379	5312
3054	4380	5310
3055	4381	5309
3056	4383	5308
3057	4385	5307
3058	4386	5305
3059	4388	5304
3060	4389	5302
3061	4390	5301
3062	4391	5299
3063	4393	5297
3064	4394	5296
3065	4395	5294
3066	4397	5293
3067	4398	5292
3068	4400	5290
3069	4401	5289
3070	4403	5288
3071	4404	5286
3072	4406	5285
3073	4408	5284
3074	4409	5283
3075	4411	5281
3076	4412	5279
3077	4414	5278
3078	4416	5277
3079	4417	5276
3080	4418	5275
3081	4420	5273
3082	4421	5272
3083	4423	5270
3084	4424	5269
3085	4426	5268
3086	4427	5266
3087	4429	5265
3088	4430	5263
3089	4431	5262
3090	4433	5260
3091	4434	5259
3092	4436	5258
3093	4437	5256
3094	4439	5255
3095	4440	5254
3096	4442	5253
3097	4444	5251
3098	4445	5250
3099	4447	5249
3100	4448	5247
3101	4450	5246
3102	4451	5245
3103	4453	5243
3104	4454	5242
3105	4456	5241
3106	4457	5239
3107	4458	5237
3108	4460	5236
3109	4461	5235
3110	4463	5233
3111	4464	5231
3112	4465	5230
3113	4466	5228
3114	4468	5227
3115	4469	5225
3116	4470	5223
3117	4472	5222
3118	4473	5220
3119	4474	5219
3120	4476	5217
3121	4477	5216
3122	4478	5214
3123	4480	5213
3124	4481	5211
3125	4483	5210
3126	4484	5208
3127	4486	5207
3128	4487	5205
3129	4489	5204
3130	4490	5203
3131	4491	5201
3132	4493	5200
3133	4494	5198
3134	4495	5197
3135	4497	5195
3136	4498	5193
3137	4499	5192
3138	4500	5190
3139	4502	5189
3140	4503	5187
3141	4504	5185
3142	4506	5184
3143	4507	5183
3144	4509	5181
3145	4510	5179
3146	4512	5178
3147	4513	5177
3148	4514	5175
3149	4516	5174
3150	4518	5173
3151	4519	5172
3152	4521	5170
3153	4522	5169
3154	4523	5167
3155	4525	5166
3156	4526	5164
3157	4528	5163
3158	4529	5162
3159	4531	5160
3160	4533	5159
3161	4534	5158
3162	4536	5157
3163	4537	5155
3164	4539	5154
3165	4540	5152
3166	4541	5151
3167	4543	5149
3168	4544	5148
3169	4546	5147
3170	4547	5145
3171	4549	5144
3172	4550	5142
3173	4551	5141
3174	4553	5139
3175	4554	5138
3176	4555	5136
3177	4557	5135
3178	4559	5134
3179	4561	5133
3180	4563	5132
3181	4564	5131
3182	4566	5130
3183	4568	5129
3184	4570	5128
3185	4572	5128
3186	4574	5127
3187	4577	5126
3188	4578	5126
3189	4580	5125
3190	4582	5123
3191	4584	5123
3192	4586	5122
3193	4588	5121
3194	4590	5120
3195	4592	5120
3196	4594	5118
3197	4596	5117
3198	4597	5116
3199	4599	5115
3200	4602	5115
3201	4603	5114
3202	4605	5113
3203	4607	5111
3204	4609	5111
3205	4611	5110
3206	4612	5109
3207	4614	5108
3208	4616	5107
3209	4618	5106
3210	4620	5105
3211	4621	5103
3212	4623	5102
3213	4625	5101
3214	4626	5100
3215	4628	5099
3216	4630	5098
3217	4632	5097
3218	4633	5095
3219	4635	5095
3220	4637	5093
3221	4639	5092
3222	4640	5091
3223	4642	5090
3224	4644	5089
3225	4646	5089
3226	4648	5087
3227	4650	5086
3228	4651	5085
3229	4653	5084
3230	4655	5083
3231	4657	5082
3232	4659	5081
3233	4662	5081
3234	4663	5080
3235	4665	5079
3236	4667	5078
3237	4669	5077
3238	4671	5076
3239	4673	5075
3240	4675	5074
3241	4677	5073
3242	4678	5072
3243	4680	5072
3244	4682	5070
3245	4684	5069
3246	4685	5068
3247	4687	5066
3248	4689	5066
3249	4691	5065
3250	4692	5063
3251	4693	5061
3252	4695	5060
3253	4698	5060
3254	4699	5059
3255	4700	5057
3256	4702	5056
3257	4704	5054
3258	4705	5053
3259	4707	5052
3260	4709	5051
3261	4711	5051
3262	4713	5050
3263	4715	5048
3264	4716	5047
3265	4718	5045
3266	4719	5044
3267	4721	5043
3268	4723	5042
3269	4724	5041
3270	4726	5039
3271	4728	5038
3272	4730	5038
3273	4732	5037
3274	4734	5036
3275	4735	5034
3276	4737	5034
3277	4739	5033
3278	4741	5032
3279	4743	5031
3280	4745	5030
3281	4747	5029
3282	4748	5027
3283	4750	5026
3284	4752	5025
3285	4754	5025
3286	4756	5023
3287	4757	5022
3288	4759	5021
3289	4761	5020
3290	4763	5019
3291	4765	5018
