iter	Passed	Remaining
914	1352	8638
915	1353	8636
916	1355	8634
917	1356	8632
918	1358	8630
919	1359	8627
920	1360	8624
921	1361	8622
922	1363	8619
923	1364	8619
924	1366	8617
925	1367	8614
926	1369	8615
927	1370	8614
928	1372	8612
929	1374	8613
930	1375	8610
931	1377	8609
932	1378	8608
933	1380	8606
934	1381	8605
935	1383	8605
936	1384	8603
937	1385	8600
938	1387	8597
939	1388	8596
940	1389	8593
941	1392	8597
942	1393	8597
943	1395	8594
944	1396	8593
945	1397	8590
946	1399	8588
947	1400	8585
948	1401	8582
949	1403	8581
950	1404	8578
951	1406	8578
952	1407	8575
953	1409	8574
954	1410	8573
955	1411	8570
956	1413	8568
957	1414	8567
958	1416	8569
959	1418	8567
960	1420	8568
961	1421	8566
962	1423	8564
963	1424	8566
964	1426	8564
965	1427	8562
966	1429	8560
967	1430	8558
968	1432	8560
969	1434	8558
970	1435	8557
971	1437	8555
972	1438	8554
973	1439	8552
974	1441	8551
975	1443	8550
976	1444	8549
977	1445	8547
978	1447	8545
979	1449	8547
980	1450	8544
981	1452	8543
982	1453	8541
983	1454	8539
984	1456	8537
985	1457	8536
986	1459	8535
987	1460	8533
988	1462	8530
989	1463	8529
990	1465	8527
991	1466	8525
992	1467	8523
993	1469	8520
994	1470	8518
995	1471	8515
996	1472	8512
997	1474	8509
998	1475	8507
999	1476	8505
1000	1478	8502
1001	1479	8501
1002	1480	8498
1003	1482	8496
1004	1483	8494
1005	1485	8492
1006	1486	8491
1007	1487	8489
1008	1489	8488
1009	1490	8485
1010	1492	8484
1011	1493	8482
1012	1494	8479
1013	1496	8478
1014	1498	8479
1015	1499	8477
1016	1501	8475
1017	1502	8472
1018	1503	8470
1019	1505	8468
1020	1506	8466
1021	1507	8464
1022	1509	8462
1023	1510	8460
1024	1512	8458
1025	1513	8459
1026	1515	8459
1027	1517	8458
1028	1518	8455
1029	1519	8453
1030	1521	8450
1031	1522	8451
1032	1524	8448
1033	1525	8447
1034	1527	8445
1035	1528	8442
1036	1529	8440
1037	1530	8437
1038	1532	8435
1039	1533	8433
1040	1534	8431
1041	1536	8432
1042	1538	8431
1043	1539	8429
1044	1541	8426
1045	1542	8424
1046	1543	8422
1047	1545	8420
1048	1546	8418
1049	1547	8416
1050	1549	8414
1051	1550	8411
1052	1552	8410
1053	1553	8408
1054	1554	8406
1055	1556	8403
1056	1557	8403
1057	1559	8401
1058	1560	8401
1059	1562	8398
1060	1563	8396
1061	1565	8395
1062	1566	8392
1063	1567	8390
1064	1568	8387
1065	1570	8386
1066	1571	8384
1067	1573	8382
1068	1574	8379
1069	1575	8378
1070	1577	8379
1071	1579	8378
1072	1580	8376
1073	1582	8374
1074	1583	8372
1075	1584	8371
1076	1586	8369
1077	1587	8366
1078	1588	8363
1079	1590	8362
1080	1591	8361
1081	1593	8358
1082	1594	8356
1083	1595	8353
1084	1596	8351
1085	1598	8348
1086	1599	8347
1087	1600	8344
1088	1602	8343
1089	1603	8341
1090	1605	8339
1091	1606	8338
1092	1608	8337
1093	1609	8335
1094	1610	8332
1095	1612	8331
1096	1613	8330
1097	1615	8327
1098	1616	8324
1099	1617	8323
1100	1619	8322
1101	1620	8319
1102	1621	8317
1103	1623	8314
1104	1624	8312
1105	1625	8310
1106	1627	8308
1107	1629	8309
1108	1630	8307
1109	1632	8306
1110	1633	8303
1111	1634	8301
1112	1636	8300
1113	1637	8296
1114	1638	8295
1115	1640	8294
1116	1641	8292
1117	1642	8289
1118	1644	8287
1119	1645	8284
1120	1646	8281
1121	1648	8279
1122	1649	8278
1123	1650	8276
1124	1652	8273
1125	1653	8273
1126	1655	8270
1127	1656	8268
1128	1657	8266
1129	1659	8265
1130	1660	8264
1131	1662	8261
1132	1663	8259
1133	1664	8257
1134	1666	8255
1135	1667	8252
1136	1668	8250
1137	1669	8247
1138	1671	8245
1139	1673	8246
1140	1674	8246
1141	1676	8245
1142	1677	8243
1143	1679	8241
1144	1680	8239
1145	1681	8236
1146	1682	8233
1147	1684	8231
1148	1685	8229
1149	1686	8226
1150	1687	8223
1151	1689	8223
1152	1691	8222
1153	1692	8220
1154	1694	8219
1155	1695	8217
1156	1696	8215
1157	1698	8213
1158	1699	8211
1159	1700	8209
1160	1702	8207
1161	1703	8204
1162	1705	8205
1163	1706	8204
1164	1708	8201
1165	1709	8199
1166	1710	8197
1167	1712	8199
1168	1714	8196
1169	1715	8195
1170	1716	8193
1171	1718	8191
1172	1720	8190
1173	1721	8189
1174	1722	8186
1175	1723	8183
1176	1725	8181
1177	1726	8179
1178	1728	8179
1179	1729	8176
1180	1730	8174
1181	1732	8172
1182	1733	8170
1183	1734	8167
1184	1736	8167
1185	1737	8165
1186	1738	8162
1187	1740	8161
1188	1741	8159
1189	1743	8158
1190	1744	8155
1191	1746	8155
1192	1747	8155
1193	1749	8153
1194	1750	8151
1195	1751	8148
1196	1753	8147
1197	1754	8145
1198	1755	8142
1199	1757	8140
1200	1758	8138
1201	1760	8138
1202	1761	8135
1203	1763	8134
1204	1764	8132
1205	1765	8130
1206	1767	8128
1207	1768	8126
1208	1769	8125
1209	1771	8123
1210	1772	8121
1211	1774	8119
1212	1775	8117
1213	1776	8115
1214	1778	8115
1215	1779	8113
1216	1781	8111
1217	1783	8112
1218	1784	8110
1219	1785	8108
1220	1787	8106
1221	1788	8105
1222	1790	8104
1223	1791	8103
1224	1793	8101
1225	1794	8099
1226	1795	8097
1227	1797	8095
1228	1798	8092
1229	1799	8091
1230	1801	8089
1231	1803	8089
1232	1805	8090
1233	1806	8088
1234	1807	8085
1235	1809	8083
1236	1810	8083
1237	1812	8081
1238	1813	8079
1239	1814	8077
1240	1816	8076
1241	1817	8074
1242	1818	8071
1243	1820	8069
1244	1821	8068
1245	1823	8066
1246	1824	8064
1247	1825	8061
1248	1826	8058
1249	1827	8056
1250	1829	8055
1251	1831	8054
1252	1832	8052
1253	1833	8050
1254	1835	8047
1255	1837	8049
1256	1838	8047
1257	1839	8045
1258	1841	8043
1259	1842	8041
1260	1843	8039
1261	1846	8040
1262	1847	8039
1263	1848	8036
1264	1850	8035
1265	1851	8033
1266	1852	8031
1267	1854	8028
1268	1855	8026
1269	1856	8024
1270	1857	8021
1271	1859	8020
1272	1860	8017
1273	1861	8015
1274	1863	8013
1275	1864	8011
1276	1865	8009
1277	1867	8007
1278	1868	8005
1279	1870	8005
1280	1871	8003
1281	1872	8000
1282	1873	7997
1283	1875	7995
1284	1876	7993
1285	1877	7991
1286	1879	7990
1287	1880	7987
1288	1882	7986
1289	1883	7984
1290	1884	7982
1291	1885	7980
1292	1887	7978
1293	1888	7976
1294	1889	7973
1295	1891	7971
1296	1892	7968
1297	1893	7966
1298	1894	7963
1299	1896	7961
1300	1897	7959
1301	1898	7957
1302	1899	7954
1303	1901	7952
1304	1902	7950
1305	1903	7948
1306	1905	7947
1307	1906	7945
1308	1907	7943
1309	1909	7941
1310	1910	7939
1311	1912	7938
1312	1913	7936
1313	1914	7934
1314	1916	7933
1315	1917	7931
1316	1919	7930
1317	1920	7929
1318	1922	7927
1319	1923	7926
1320	1924	7923
1321	1926	7922
1322	1927	7921
1323	1929	7920
1324	1930	7918
1325	1932	7917
1326	1933	7915
1327	1935	7913
1328	1936	7911
1329	1937	7909
1330	1939	7907
1331	1940	7905
1332	1941	7903
1333	1943	7901
1334	1944	7899
1335	1945	7896
1336	1946	7894
1337	1948	7892
1338	1949	7890
1339	1950	7888
1340	1951	7886
1341	1953	7884
1342	1954	7883
1343	1956	7880
1344	1957	7879
1345	1959	7879
1346	1960	7877
1347	1961	7875
1348	1963	7874
1349	1965	7873
1350	1966	7870
1351	1967	7869
1352	1969	7867
1353	1970	7865
1354	1971	7862
1355	1972	7860
1356	1974	7858
1357	1975	7856
1358	1976	7854
1359	1978	7852
1360	1979	7850
1361	1980	7848
1362	1982	7848
1363	1983	7846
1364	1985	7844
1365	1986	7842
1366	1987	7839
1367	1989	7839
1368	1990	7838
1369	1992	7836
1370	1993	7834
1371	1994	7831
1372	1995	7829
1373	1997	7830
1374	1999	7828
1375	2000	7826
1376	2002	7825
1377	2003	7824
1378	2004	7822
1379	2006	7820
1380	2007	7818
1381	2009	7816
1382	2010	7815
1383	2012	7814
1384	2013	7812
1385	2015	7811
1386	2016	7809
1387	2018	7809
1388	2019	7807
1389	2020	7806
1390	2022	7803
1391	2023	7803
1392	2025	7801
1393	2026	7800
1394	2028	7798
1395	2029	7796
1396	2030	7794
1397	2032	7792
1398	2033	7790
1399	2034	7788
1400	2035	7786
1401	2037	7786
1402	2039	7784
1403	2040	7783
1404	2041	7781
1405	2043	7779
1406	2044	7777
1407	2046	7775
1408	2047	7773
1409	2048	7771
1410	2050	7772
1411	2052	7770
1412	2053	7768
1413	2054	7766
1414	2057	7768
1415	2058	7766
1416	2059	7764
1417	2060	7762
1418	2062	7762
1419	2064	7761
1420	2065	7760
1421	2067	7758
1422	2068	7756
1423	2069	7753
1424	2070	7751
1425	2072	7750
1426	2073	7747
1427	2074	7746
1428	2076	7744
1429	2077	7741
1430	2078	7739
1431	2080	7738
1432	2081	7737
1433	2083	7735
1434	2084	7733
1435	2085	7731
1436	2087	7730
1437	2088	7727
1438	2089	7725
1439	2090	7723
1440	2092	7722
1441	2093	7720
1442	2095	7718
1443	2096	7717
1444	2098	7716
1445	2099	7715
1446	2101	7714
1447	2102	7711
1448	2103	7710
1449	2105	7707
1450	2106	7705
1451	2107	7704
1452	2109	7701
1453	2110	7699
1454	2111	7698
1455	2113	7697
1456	2114	7695
1457	2116	7693
1458	2117	7691
1459	2118	7689
1460	2119	7687
1461	2121	7685
1462	2122	7682
1463	2123	7680
1464	2124	7678
1465	2126	7676
1466	2128	7676
1467	2129	7675
1468	2130	7672
1469	2132	7670
1470	2133	7668
1471	2134	7666
1472	2136	7666
1473	2137	7664
1474	2139	7664
1475	2141	7664
1476	2142	7661
1477	2143	7659
1478	2145	7657
1479	2146	7655
1480	2147	7653
1481	2149	7653
1482	2150	7650
1483	2151	7649
1484	2153	7647
1485	2154	7646
1486	2156	7644
1487	2157	7643
1488	2159	7641
1489	2160	7639
1490	2161	7637
1491	2163	7635
1492	2164	7634
1493	2165	7632
1494	2167	7630
1495	2168	7628
1496	2169	7627
1497	2171	7624
1498	2172	7623
1499	2174	7622
1500	2175	7620
1501	2176	7617
1502	2178	7616
1503	2179	7614
1504	2181	7615
1505	2182	7613
1506	2184	7611
1507	2185	7609
1508	2187	7610
1509	2189	7609
1510	2190	7608
1511	2192	7607
1512	2193	7606
1513	2194	7604
1514	2196	7601
1515	2197	7599
1516	2199	7598
1517	2200	7597
1518	2202	7596
1519	2203	7594
1520	2204	7593
1521	2206	7590
1522	2207	7589
1523	2209	7588
1524	2210	7585
1525	2211	7583
1526	2213	7582
1527	2214	7581
1528	2216	7581
1529	2218	7581
1530	2220	7582
1531	2221	7580
1532	2223	7578
1533	2224	7577
1534	2225	7574
1535	2227	7573
1536	2228	7571
1537	2230	7570
1538	2231	7568
1539	2232	7567
1540	2234	7564
1541	2235	7563
1542	2236	7560
1543	2237	7558
1544	2239	7557
1545	2240	7555
1546	2242	7553
1547	2243	7551
1548	2244	7549
1549	2246	7548
1550	2247	7546
1551	2248	7545
1552	2250	7543
1553	2251	7541
1554	2252	7539
1555	2254	7537
1556	2255	7535
1557	2256	7534
1558	2258	7532
1559	2259	7531
1560	2261	7529
1561	2262	7527
1562	2263	7525
1563	2264	7523
1564	2266	7522
1565	2267	7520
1566	2269	7518
1567	2270	7517
1568	2272	7515
1569	2273	7514
1570	2274	7512
1571	2276	7511
1572	2277	7509
1573	2279	7507
1574	2280	7506
1575	2282	7505
1576	2283	7504
1577	2284	7501
1578	2286	7499
1579	2287	7497
1580	2288	7496
1581	2290	7494
1582	2291	7492
1583	2293	7492
1584	2294	7490
1585	2296	7489
1586	2297	7487
1587	2298	7486
1588	2300	7486
1589	2302	7484
1590	2303	7482
1591	2304	7480
1592	2306	7478
1593	2307	7476
1594	2308	7475
1595	2310	7473
1596	2311	7471
1597	2312	7469
1598	2314	7467
1599	2315	7465
1600	2316	7463
1601	2317	7461
1602	2319	7459
1603	2320	7457
1604	2321	7456
1605	2323	7454
1606	2324	7453
1607	2326	7451
1608	2327	7449
1609	2328	7447
1610	2330	7447
1611	2332	7446
1612	2333	7444
1613	2334	7442
1614	2336	7440
1615	2337	7438
1616	2338	7436
1617	2339	7433
1618	2340	7431
1619	2342	7429
1620	2343	7427
1621	2344	7425
1622	2345	7423
1623	2347	7421
1624	2348	7420
1625	2350	7419
1626	2351	7418
1627	2353	7416
1628	2354	7414
1629	2355	7413
1630	2357	7412
1631	2358	7410
1632	2360	7408
1633	2361	7406
1634	2362	7404
1635	2363	7402
1636	2365	7400
1637	2366	7398
1638	2367	7397
1639	2369	7395
1640	2370	7392
1641	2371	7391
1642	2373	7391
1643	2374	7389
1644	2376	7387
1645	2377	7385
1646	2378	7383
1647	2380	7381
1648	2381	7379
1649	2382	7377
1650	2384	7376
1651	2385	7375
1652	2387	7375
1653	2388	7373
1654	2390	7371
1655	2391	7369
1656	2392	7367
1657	2394	7365
1658	2395	7363
1659	2396	7361
1660	2398	7360
1661	2399	7357
1662	2400	7356
1663	2402	7355
1664	2403	7353
1665	2404	7351
1666	2406	7350
1667	2407	7348
1668	2409	7346
1669	2410	7346
1670	2412	7344
1671	2413	7343
1672	2415	7342
1673	2416	7340
1674	2417	7337
1675	2418	7336
1676	2420	7334
1677	2421	7333
1678	2423	7331
1679	2424	7329
1680	2425	7327
1681	2427	7326
1682	2428	7324
1683	2430	7323
1684	2431	7321
1685	2432	7319
1686	2434	7318
1687	2436	7318
1688	2437	7316
1689	2438	7314
1690	2440	7312
1691	2441	7311
1692	2442	7309
1693	2443	7307
1694	2445	7305
1695	2446	7304
1696	2448	7302
1697	2449	7302
1698	2451	7300
1699	2452	7298
1700	2453	7296
1701	2455	7294
1702	2456	7293
1703	2457	7291
1704	2459	7289
1705	2460	7287
1706	2462	7286
1707	2463	7284
1708	2464	7282
1709	2466	7281
1710	2467	7280
1711	2469	7278
1712	2470	7278
1713	2472	7277
1714	2473	7275
1715	2475	7274
1716	2476	7272
1717	2478	7271
1718	2479	7269
1719	2480	7267
1720	2481	7265
1721	2483	7263
1722	2484	7261
1723	2486	7260
1724	2487	7260
1725	2490	7261
1726	2491	7260
1727	2492	7258
1728	2494	7255
1729	2495	7254
1730	2496	7252
1731	2498	7252
1732	2500	7250
1733	2501	7248
1734	2502	7246
1735	2504	7245
1736	2505	7243
1737	2506	7242
