iter	Logloss
132	0.5638612118
133	0.563421701
134	0.5632742823
135	0.5631296993
136	0.5622916271
137	0.5621532803
138	0.5620178178
139	0.5618846036
140	0.5617540856
141	0.5616258192
142	0.5614968006
143	0.5613732845
144	0.5612521216
145	0.5611331779
146	0.561016454
147	0.5609020096
148	0.5607896664
149	0.5606793448
150	0.5603969196
151	0.5597667732
152	0.5596631717
153	0.5595615179
154	0.5594616367
155	0.5593638219
156	0.5592677329
157	0.559115213
158	0.5590227675
159	0.5589319645
160	0.5588428496
161	0.5580618699
162	0.5579767142
163	0.557893028
164	0.5575930621
165	0.5575128639
166	0.5569691921
167	0.5568923623
168	0.5567979589
169	0.5567238619
170	0.5566511892
171	0.5563609326
172	0.5562911673
173	0.5562226293
174	0.5560227173
175	0.5559569129
176	0.5558629922
177	0.5557995288
178	0.5555042131
179	0.5554433883
180	0.5553836711
181	0.5552908064
182	0.5552332642
183	0.5551768149
184	0.5551213378
185	0.5549669964
186	0.5542856992
187	0.5542337801
188	0.5541828539
189	0.5537558968
190	0.5537071111
191	0.55365928
192	0.5536122096
193	0.5535660275
194	0.5535207795
195	0.5534764437
196	0.553432697
197	0.5531254237
198	0.5530836489
199	0.553042455
200	0.5530023213
201	0.5529626908
202	0.5529238097
203	0.552885757
204	0.5525352254
205	0.5509437572
206	0.5508813249
207	0.5508473662
208	0.5508139406
209	0.5507813515
210	0.5505312608
211	0.5504998149
212	0.5504690689
213	0.5504387561
214	0.5504090422
215	0.5503798836
216	0.550317378
217	0.5502892903
218	0.5500563172
219	0.5500293837
220	0.5500029305
221	0.5499769815
222	0.5499515225
223	0.5499265211
224	0.5494277021
225	0.5494038253
226	0.5493777809
227	0.5493547071
228	0.5475719485
229	0.5475506942
230	0.547056704
231	0.5470072316
232	0.5469874441
233	0.5469681698
234	0.5469491513
235	0.546930349
236	0.5469121227
237	0.546894197
238	0.5468764463
239	0.5468314163
240	0.5465096023
241	0.5464930653
242	0.5462346283
243	0.5462187405
244	0.546203177
245	0.5461879314
246	0.5461728319
247	0.5461581204
248	0.5455585541
249	0.5449271072
250	0.5449138007
251	0.544899926
252	0.5448870833
253	0.5448743332
254	0.5448620564
255	0.5448497133
256	0.544837151
257	0.5448253544
258	0.5448138449
259	0.5446504904
260	0.5446393493
261	0.5445786409
262	0.5441152681
263	0.5440769981
264	0.5440667863
265	0.5440569855
266	0.5440471923
267	0.5440102386
268	0.5437185871
269	0.5428908869
270	0.542714735
271	0.5427062097
272	0.54213618273	0.4540078798
274	0.4540074772
275	0.4537540603
276	0.4530630596
277	0.4521627707
278	0.452162082
279	0.4521615767
280	0.4519496599
281	0.4519491972
282	0.4515361788
283	0.4515357788
284	0.4515353052
285	0.4507940309
286	0.4507934875
287	0.4506380311
288	0.4502431849
289	0.4502428022
290	0.4502425058
291	0.4502421116
292	0.4484762683
293	0.4483794702
294	0.447743453
295	0.4477429075
296	0.4477422386
297	0.4477416083
298	0.4477411592
299	0.4477405907
300	0.4476726314
301	0.4471048874
302	0.4471044312
303	0.4471041344
304	0.538911564
305	0.5387988527
306	0.5387952752
3307	0.44689364843308	0.44681216583309	0.44681199231310	0.44671845631311	0.44671827031312	0.446717988
313	0.4467179084
314	0.446455946
315	0.4464558044
316	0.4460837178
317	0.446083636
318	0.4460835389
319	0.4460834311
320	0.4457379278
321	0.4457379032
322	0.4457378264
323	0.4457376085
324	0.445737591
325	0.4457376094
326	0.4457373982
327	0.4456047094
328	0.4453784027
3329	0.53545277783330	0.5354509664
331	0.5354231307
332	0.5354213527
333	0.5354197141
334	0.5354179979
335	0.5354163313
336	0.5354146992
337	0.53541317033338	0.5349085306
339	0.5349070858
340	0.53490572134341	0.53490436134342	0.5336163602
343	0.5330958024
344	0.5329019548
345	0.5329008839
346	0.53289991347347	0.5328989669
348	0.5328980086
349	0.5328293877
350	0.5327839663
351	0.5327831328
352	0.5327821726
353	0.5327813723
354	0.532780472
355	0.5327797135356	0.5327789345
357	0.5327780358	0.4427466789
359	0.4426539876
360	0.4425974647
361	0.442597525
362	0362	0.53056363	0.363	0.5305624621
364	0.5303876255
365	0.5303870472
366	0.5294023667
367	0.5286301212
368	0.5286299567
369	0.5286296261
370	0.5286293843
371	0.5286291156
372	0.5285276648
373	0.5285273933
374	0.5285271537
375	0.5285269547
376	0.5285266701
377	0.5281206817
378	0.5274660159
379	0.5272774684
380	0.5267398828
381	0.5259164596
382	0.5258707959
383	0.52587069
384	0.5258706476
385	0.5258705421
386	0.5258704726
387	0.5257727216
388	0.5257727045
389	0.5257726307
390	0.5257726109
391	0.5257724553
392	0.525772343
393	0.5251006667
394	0.5243010059
395	0.5243010174
396	0.5241876454
397	0.5241876848
398	0.5241876916
399	0.5241876073
400	0.5241876013
401	0.5235357908
402	0.5235358457
403	0.5233809749
404	0.5227459076
405	0.5221660068
406	0.521516535
407	0.5215165366
408	0.5212822409	0.4377936549
41410	0.5212822272
411	0.5212822307
412	0.5212822329
413	0.5212822636
414	0.5212822678
415	0.5212822385
416	0.5212443276
417	0.5212442886
418	0.5212442879
419	0.521244278420	0.4363444799
421	0.4363442689
422	0.4363443157
423	0.4361661428
424	0.4361660634
425	0.4359816736
426	0.4359501279
427	0.4357680236
428	0.4353810697
429	0.4353093302
430	0.435309272
431	0.4349230929
432	0.434823987
433	0.434159966
434	0.4341056529
435	0.4341056471
436	0.4341054747
437	0.4341054687
438	0.4341053359
439	0.4341051295
440	0.4340056442
441	0.4338220747
442	0.4338220194
443	0.4338220029
444	0.4338218867
445	0.4338219559
446	0.4338219017
447	0.4338207822
448	0.4338207104
449	0.4336835587
450	0.4335777505
451	0.433577775
452	0.4335776576
453	0.4335777049
454	0.433577564
455	0.4334824191
456	0.4334824875
457	0.4333544949
458	0.4329958869
459	0.43299579
460	0.4329957369
461	0.4329957043
462	0.4329799517
463	0.4328242409
464	0.4327399185
465	0.4327230119
466	0.4327228774
467	0.4326973014
468	0.432683888
469	0.432683751
470	0.4326837964
471	0.4326827797
472	0.4322882725
473	0.4322882846
474	0.4322881295
475	0.431984503
476	0.4319845356
477	0.431984513
478	0.4319736977
479	0.4319464198
480	0.4319463208
481	0.4319463281
482	0.431945476
483	0.4319455066
484	0.4319447341
485	0.43184002
486	0.4318400507
487	0.4318400577
488	0.4315888992
489	0.4315889187
490	0.4315436623
491	0.4315436191
492	0.4315436072
493	0.431543508
494	0.4315435063
495	0.4315435432
496	0.4315436356
497	0.431543589
498	0.4315435652
499	0.4315436122
500	0.4315435503
501	0.4315435295
502	0.430927872
503	0.4307117671
504	0.4307117235
505	0.4306855581
506	0.430685626
507	0.4306855943
508	0.4306455069
509	0.4306455587
510	0.4306454003
511	0.4306269941
512	0.4306269821
513	0.4306269655
514	0.4305311226
515	0.4304554474
516	0.4304554747
517	0.4302587073
518	0.4302586977
519	0.4302587114
520	0.4302345496
521	0.4302345527
522	0.4301849881
523	0.4301849118
524	0.4301849609
525	0.4301849714
526	0.4301848908
527	0.4301848593
528	0.430136367
529	0.430136428
530	0.4301364492
531	0.4301364994
532	0.4301363868
533	0.4299245806
534	0.429924529
535	0.4299244667
536	0.4299244828
537	0.4299244498
538	0.4298599174
539	0.429859875
540	0.4298598289
541	0.4298332709
542	0.4296481096
543	0.4296481042
544	0.4296480877
545	0.429648106
546	0.4296481222
547	0.4296481097
548	0.429648121
549	0.4295964025
550	0.4295963357
551	0.4295963361
552	0.4295963732
553	0.429596323
554	0.4295963346
555	0.4295962882
556	0.4295962244
557	0.429596191
558	0.4295962791
559	0.4295962668
560	0.4295957827
561	0.4295926675
562	0.4295926152
563	0.4295925772
564	0.4295926322
565	0.4294882496
566	0.4294762896
567	0.4294249231
568	0.429424834
569	0.4294249615
570	0.4294248844
571	0.4294249048
572	0.4294248643
573	0.4294248052
574	0.4292641535
575	0.4292642087
576	0.4289283641
577	0.4289034542
578	0.4288934196
579	0.42889344
580	0.4288934014
581	0.4288858325
582	0.4288501359
583	0.4285587641
584	0.4285587379
585	0.4285318658
586	0.42853183
587	0.4285162671
588	0.4285162637
589	0.4285162375
590	0.4285162497
591	0.428516182
592	0.4284809208
593	0.42844922
594	0.4284490815
595	0.4280315905
596	0.4280315229
597	0.4280316044
598	0.4280315499
599	0.4278273717
600	0.4278237111
601	0.4278230057
602	0.4278230114
603	0.4278230392
604	0.4274427063
605	0.4274427006
606	0.4274426468
607	0.4274426166
608	0.4273155683
609	0.4273156073
610	0.4273156694
611	0.4273156401
612	0.4270388094
613	0.4268676025
614	0.4268676752
615	0.4268676025
616	0.4266803725
617	0.426680317
618	0.4266802826
619	0.4266803199
620	0.4266729452
621	0.4266729041
622	0.4266728193
623	0.4266726731
624	0.4266728047
625	0.4266728618
626	0.4266728915
627	0.42667277
628	0.4266247776
629	0.4266247424
630	0.4266050046
631	0.4266050009
632	0.4266048676
633	0.4265815843
634	0.4265749574
635	0.4264982628
636	0.4264982149
637	0.4264983492
638	0.4264761664
639	0.4264761661
640	0.4261414134
641	0.4261413531
642	0.4261219761
643	0.4261219734
644	0.4261218792
645	0.4261218286
646	0.4261219401
647	0.4261219292
648	0.4261219102
649	0.4260210394
650	0.4259946885
651	0.4259946465
652	0.4259946645
653	0.4259945532
654	0.42599472
655	0.425905332
656	0.4259054273
657	0.4259053764
658	0.4258044948
659	0.4258044479
660	0.4257857685
661	0.4257852465
662	0.4257007014
663	0.4257006578
664	0.4257006428
665	0.4255358091
666	0.4255357955
667	0.4255358686
668	0.4255358413
669	0.4255357604
670	0.4255357749
671	0.4255357812
672	0.4255357447
673	0.4255358344
674	0.425535762
675	0.4255357084
676	0.4255357271
677	0.4255356305
678	0.425535678
679	0.4254705977
680	0.4254705875
681	0.4254705158
682	0.4254705952
683	0.4254705734
684	0.4253905962
685	0.4253906043
686	0.4253905034
687	0.4253905899
688	0.425359225
689	0.4253591836
690	0.4253591928
691	0.4253592048
692	0.4253591708
693	0.4253591749
694	0.4253591061
695	0.4253353931
696	0.4253353984
697	0.4253353294
698	0.4253353455
699	0.4253353738
700	0.4253353171
701	0.4253119136
702	0.4253120226
703	0.4253119665
704	0.4252434644
705	0.425243506
706	0.4252435643
707	0.4252434977
708	0.4252435151
709	0.425243549
710	0.4252434583
711	0.4252434071
712	0.4252296062
713	0.4252296754
714	0.4252296221
715	0.4251682942
716	0.4249922553
717	0.4249921469
718	0.4249922121
719	0.4249922064
720	0.4249921114
721	0.4249921749
722	0.4249701338
723	0.4249702518
724	0.4249702902
725	0.4249702061
726	0.4249703223
727	0.4249163852
728	0.4248809069
729	0.4248808979
730	0.4248810442
731	0.4248809664
732	0.4248807596
733	0.4248807554
734	0.4248806582
735	0.4248806075
736	0.4248806533
737	0.4248806748
738	0.4248806878
739	0.4246847279
740	0.4246848266
741	0.4246847966
742	0.424684731
743	0.4246477964
744	0.4246477177
745	0.4246477757
746	0.4246478158
747	0.424592075
748	0.4245793885
749	0.4245794186
750	0.424574326
751	0.4245742986
752	0.4245743636
753	0.4245742604
754	0.4244112089
755	0.4244111748
756	0.4244085096
757	0.4244083095
758	0.4244083264
759	0.424408352
760	0.4244082997
761	0.4244083151
762	0.4244010443
763	0.4244009386
764	0.4242906162
765	0.4242906801
766	0.4242906213
767	0.4242906313
768	0.4242906662
769	0.4242780655
770	0.4242781114
771	0.4242780959
772	0.4242780506
773	0.4242780905
774	0.4239281459
775	0.4239280769
776	0.4239245586
777	0.4239122342
778	0.4239122957
779	0.4239069407
780	0.4239070222
781	0.4239071076
782	0.4239069912
783	0.4239049257
784	0.423904927
785	0.4239049143
786	0.4239049121
787	0.4239049941
788	0.4239050532
789	0.4239049397
790	0.4239049297
791	0.4238642449
792	0.4238643204
793	0.4238643559
794	0.4238642646
795	0.4238642869
796	0.4238641628
797	0.4238642964
798	0.4238501861
799	0.4236569578
800	0.4236570465
801	0.4236569617
802	0.4236570523
803	0.4236569059
804	0.423656931
805	0.4236569655
806	0.4236569565
807	0.4236570734
808	0.4235204488
809	0.4235204103
810	0.4235119374
811	0.4235119591
812	0.4235119398
813	0.4235119818
814	0.4235119246
815	0.4235119451
816	0.4235119528
817	0.4234951011
818	0.4234892757
819	0.4234883523
820	0.4234883055
821	0.4234882525
822	0.4234882299
823	0.4234883027
824	0.4234882301
825	0.4234884011
826	0.4234883406
827	0.4234883652
828	0.4234875456
829	0.4234875672
830	0.4234836411
831	0.4234836046
832	0.4234836379
833	0.4234836241
834	0.4234755456
835	0.423475557
836	0.4234755881
837	0.4234756062
838	0.4234756477
839	0.4234756012
840	0.4234613064
841	0.4234614393
842	0.4234614729
843	0.4234613486
844	0.4234514464
845	0.4234514547
846	0.423451411
847	0.4234513803
848	0.4234514297
849	0.4234329785
850	0.423416504
851	0.4234165508
852	0.4234164908
853	0.4234137886
854	0.4233859849
855	0.4232734
856	0.4232731275
857	0.4230874294
858	0.4230873656
859	0.4230797444
860	0.4230792237
861	0.4230794108
862	0.4230792839
863	0.4230792107
864	0.4230792237
865	0.4230547637
866	0.4230437306
867	0.4230437044
868	0.4230437608
869	0.4230437285
870	0.4230436887
871	0.4230435727
872	0.4230435678
873	0.4230435747
874	0.4230434768
875	0.4230430757
876	0.4230380303
877	0.4230382002
878	0.4230001503
879	0.4230001648
880	0.4229996987
881	0.4229996382
882	0.4228145043
883	0.4228144935
884	0.4228145033
885	0.4228143249
886	0.4228142001
887	0.4227151443
888	0.4227151996
889	0.4227151305
890	0.4227151157
891	0.4227144688
892	0.4227142103
893	0.4227143618
894	0.4227143167
895	0.4226895116
896	0.422689478
897	0.4226893378
898	0.4226893201
899	0.4226893372
900	0.4226894188
901	0.4226886749
902	0.4226887006
903	0.4226886553
904	0.4224945338
905	0.4224946263
906	0.4224946286
907	0.4224946234
908	0.4224945784
909	0.4223976121
910	0.4223180056
911	0.4223163803
912	0.4223165969
913	0.4222448448
914	0.4222448803
915	0.4222448827
916	0.4222234683
917	0.4222124482
918	0.4221919535
919	0.4221917493
920	0.4221918772
921	0.4221919009
922	0.4221918188
923	0.4221917554
924	0.4221917189
925	0.4221917606
926	0.4221713392
927	0.422171311
928	0.4221712901
929	0.4221374374
930	0.4221374301
931	0.4221374874
932	0.4221374775
933	0.4220735211
934	0.4220734582
935	0.4220733695
936	0.4220734222
937	0.4220735128
938	0.4220734068
939	0.4220734505
940	0.4220735507
941	0.4220733989
942	0.4220734729
943	0.4220733574
944	0.4220734446
945	0.4220734251
946	0.4220733809
947	0.422073386
948	0.4220734028
949	0.4220459685
950	0.4220458884
951	0.4220390082
952	0.4220390758
953	0.4219560798
954	0.4219559803
955	0.4219499508
956	0.4219497874
957	0.4219498954
958	0.4219498157
959	0.4219498147
960	0.421949848
961	0.4219497921
962	0.421949833
963	0.4219498233
964	0.4219413217
965	0.4219412705
966	0.4218395181
967	0.4218394578
968	0.4218395598
969	0.4218221913
970	0.4218211109
971	0.4218210025
972	0.4217306818
973	0.4217300354
974	0.4217259667
975	0.4217260613
976	0.4217260539
977	0.4217258883
978	0.4217171071
979	0.4217020891
980	0.4217001479
981	0.4216456867
982	0.4216456637
983	0.4216456903
984	0.4216457023
985	0.4216457158
986	0.4216456796
987	0.4216456531
988	0.4216456287
989	0.4216456148
990	0.4216455523
991	0.4216456626
992	0.4216456256
993	0.4216456738
994	0.4216456424
995	0.4216455836
996	0.421645725
997	0.4216456705
998	0.4216456118
999	0.4216456472
1000	0.4216456546
1001	0.4216456809
1002	0.4216457042
1003	0.4216457202
1004	0.4216456432
1005	0.421645674
1006	0.4216456273
1007	0.421645624
1008	0.4216303205
1009	0.4216153178
1010	0.4216153178
1011	0.4216153178
1012	0.4215978559
1013	0.4215978234
1014	0.4215977676
1015	0.4215977911
1016	0.4215964766
1017	0.4215934689
1018	0.4215933327
1019	0.4215115856
1020	0.4215113548
1021	0.4215109461
1022	0.4214926296
1023	0.4214925153
1024	0.4214001352
1025	0.4213925657
1026	0.4213925146
1027	0.4213925877
1028	0.4212589766
1029	0.42125902
1030	0.42125902
1031	0.4211819885
1032	0.4211819735
1033	0.421166371
1034	0.4211499815
1035	0.4211499722
1036	0.4211500187
1037	0.4211499489
1038	0.4210687902
1039	0.4210687891
1040	0.420971089
1041	0.4209182209
1042	0.4209181696
1043	0.4209183028
1044	0.4209181765
1045	0.4209181697
1046	0.4209181698
1047	0.4209181482
1048	0.4209181841
1049	0.4208479797
1050	0.4208479301
1051	0.420847868
1052	0.4208478561
1053	0.420847372
1054	0.4208473913
1055	0.4208474162
1056	0.4208473699
1057	0.4208026409
1058	0.4208026128
1059	0.4208026155
1060	0.4208026182
1061	0.4207902668
1062	0.4207902738
1063	0.4207902885
1064	0.4207902595
1065	0.4207889383
1066	0.4207889727
1067	0.4207889214
1068	0.4207822786
1069	0.420629665
1070	0.4206290712
1071	0.4206290701
1072	0.4205111293
1073	0.4205085549
1074	0.4205084611
1075	0.4205083807
1076	0.4205084295
1077	0.4205084302
1078	0.4205085033
1079	0.4205083405
1080	0.4205083855
1081	0.4205071952
1082	0.4205072213
1083	0.4205072555
1084	0.4205071805
1085	0.4205071916
1086	0.4205072281
1087	0.4205070835
1088	0.4205071255
1089	0.42050703
1090	0.4204195136
1091	0.4204194791
1092	0.4204194267
1093	0.4204194854
1094	0.4204193804
1095	0.4204193976
1096	0.4204194169
1097	0.4204193742
1098	0.4204193936
1099	0.4204099208
1100	0.4204099642
1101	0.4204097754
1102	0.4204098569
1103	0.4204097007
1104	0.4204097229
1105	0.4204097417
1106	0.4204098112
1107	0.4204096662
1108	0.4204097689
1109	0.4204097464
1110	0.4204098203
1111	0.4204098086
1112	0.4204097109
1113	0.4204098487
1114	0.4204096441
1115	0.4204096645
1116	0.4204097221
1117	0.4204097519
1118	0.4204097512
1119	0.4204096764
1120	0.4204073665
1121	0.4204073665
1122	0.4204073665
1123	0.420394663
1124	0.4203946454
1125	0.4203947484
1126	0.4203947187
1127	0.42039471
1128	0.4203946267
1129	0.4203947143
1130	0.4203945403
1131	0.4203945403
1132	0.420394555
1133	0.4203907587
1134	0.420390675
1135	0.4203825502
1136	0.4203824688
1137	0.4203824946
1138	0.4203824199
1139	0.4203731996
1140	0.4203731852
1141	0.4203733451
1142	0.4203141688
1143	0.4203141682
1144	0.4203139177
1145	0.4201758505
1146	0.4201758097
1147	0.4201758821
1148	0.4201757672
1149	0.4201757881
1150	0.4201757323
1151	0.4201756712
1152	0.4201756719
1153	0.4201756902
1154	0.4201758361
1155	0.4201577882
1156	0.4201578561
1157	0.4201578352
1158	0.4200863265
1159	0.4200863224
1160	0.4200863541
1161	0.4200863597
1162	0.4200625781
1163	0.4200626079
1164	0.4200626248
1165	0.4200624194
1166	0.4200625008
1167	0.4200543884
1168	0.4200543038
1169	0.420054367
1170	0.4199419145
1171	0.4199419094
1172	0.4199419032
1173	0.4199419195
1174	0.4199418917
1175	0.419941931
1176	0.4199408209
1177	0.419940731
1178	0.419940768
1179	0.4199408422
1180	0.4199407905
1181	0.4199407941
1182	0.4199407741
1183	0.4199408698
1184	0.4199407573
1185	0.4199406973
1186	0.4199407544
1187	0.4198943087
1188	0.4198943352
1189	0.4198884474
1190	0.4198654648
1191	0.4198654603
1192	0.4198633494
1193	0.4198633778
1194	0.4198633772
1195	0.4198633713
1196	0.4198160353
1197	0.4198160092
1198	0.4198152873
1199	0.4198153071
1200	0.4198003027
1201	0.4197949826
1202	0.4197950894
1203	0.4197950153
1204	0.4197950722
1205	0.419795021
1206	0.4197951232
1207	0.4197949968
1208	0.4197950017
1209	0.4197950522
1210	0.419795009
1211	0.4197949757
1212	0.4197950053
1213	0.4197950241
1214	0.4197949994
1215	0.4197812673
1216	0.4197778408
1217	0.4197778282
1218	0.4197777829
1219	0.4197757826
1220	0.4197758874
1221	0.4197757606
1222	0.4197003542
1223	0.4197003563
1224	0.4197004234
1225	0.4197004178
1226	0.4197004373
1227	0.419665687
1228	0.4196656924
1229	0.4196657258
1230	0.4196656698
1231	0.4196657486
1232	0.4196657153
1233	0.419665692
1234	0.4196657295
1235	0.4196657842
1236	0.4196657592
1237	0.4196657721
1238	0.4196657472
1239	0.4196278981
1240	0.4196278254
1241	0.4196279124
1242	0.4196243865
1243	0.4196213607
1244	0.4196094601
1245	0.4196093754
1246	0.4196093762
1247	0.4196036372
1248	0.4196035333
1249	0.4196035612
1250	0.419561068
1251	0.4195610722
1252	0.4195611193
1253	0.4195610238
1254	0.4195611328
1255	0.4195611325
1256	0.4195612098
1257	0.4195229776
1258	0.419523032
1259	0.4195230028
1260	0.4195184982
1261	0.4195125509
1262	0.4195125124
1263	0.4195125313
1264	0.4195125877
1265	0.4195125708
1266	0.4195125145
1267	0.4195125521
1268	0.4195124025
1269	0.419438249
1270	0.4194076809
1271	0.4194076148
1272	0.4194075875
1273	0.4193664467
1274	0.4193646986
1275	0.4193647128
1276	0.4193647917
1277	0.4193647653
1278	0.4193646676
1279	0.4193647134
1280	0.4193647254
1281	0.4193647217
1282	0.4193638603
1283	0.4193636179
1284	0.4193636356
1285	0.4193636112
1286	0.4193525053
1287	0.4193525044
1288	0.4193525152
1289	0.4193434585
1290	0.4193382236
1291	0.4193380675
1292	0.4193381904
1293	0.4193368263
1294	0.4193288142
1295	0.4193287354
1296	0.4193247778
1297	0.4193247661
1298	0.419324804
1299	0.4193248093
1300	0.4193247179
1301	0.4193247331
1302	0.4193247324
1303	0.4193235627
1304	0.4193235016
1305	0.4193234803
1306	0.419323532
1307	0.4193234285
1308	0.4193235032
1309	0.4193235997
1310	0.4193206392
1311	0.4193207275
1312	0.4193206695
1313	0.4193205604
1314	0.4193205777
1315	0.4193206136
1316	0.4193206499
1317	0.4193206518
1318	0.419320554
1319	0.4193206082
1320	0.4193206018
1321	0.4193206011
1322	0.4193206072
1323	0.4193206294
1324	0.4193206227
1325	0.4193163623
1326	0.4193164307
1327	0.4193138305
1328	0.4193042526
1329	0.4193042823
1330	0.4192659823
1331	0.4192660307
1332	0.4192659906
1333	0.4192660269
1334	0.4192645091
1335	0.4192645462
1336	0.4192645144
1337	0.4192095849
1338	0.4192093647
1339	0.4192093651
1340	0.4192093897
1341	0.4192093014
1342	0.4192093559
1343	0.4192093273
1344	0.4192093024
1345	0.4192094116
1346	0.4191758378
1347	0.4191758692
1348	0.4191759164
1349	0.4191759282
1350	0.4191748775
1351	0.4191749798
1352	0.4191749476
1353	0.4191749132
1354	0.4191748707
1355	0.4191749969
1356	0.4191194625
1357	0.4191195192
1358	0.4191195027
1359	0.419119549
1360	0.4191195119
1361	0.4191181926
1362	0.4191182166
1363	0.419106438
1364	0.4191064557
1365	0.4191064689
1366	0.4191064536
1367	0.4191036852
1368	0.4191035566
1369	0.4191036167
1370	0.4191036107
1371	0.4191035185
1372	0.4190639711
1373	0.4190639468
1374	0.4190638769
1375	0.4190637804
1376	0.4190638751
1377	0.4190638749
1378	0.419063812
1379	0.4190623026
1380	0.4190240748
1381	0.419024039
1382	0.4190174254
1383	0.4190157682
1384	0.4190158505
1385	0.4190157134
1386	0.4189996803
1387	0.4189995258
1388	0.4189995385
1389	0.4189327776
1390	0.4189328463
1391	0.418932859
1392	0.4189328581
1393	0.4189328579
1394	0.4189328769
1395	0.4189328529
1396	0.4189328438
1397	0.4189315085
1398	0.4189315018
1399	0.418931524
1400	0.4189315231
1401	0.4189315989
1402	0.4189315636
1403	0.4189315506
1404	0.4189285948
1405	0.4189285313
1406	0.4189284
1407	0.418928386
1408	0.4188474423
1409	0.4188474804
1410	0.4188474684
1411	0.418847425
1412	0.4188473777
1413	0.4188473405
1414	0.4188472712
1415	0.4188472718
1416	0.4188473121
1417	0.4188474168
1418	0.4188473374
1419	0.4187880228
1420	0.4187880228
1421	0.4187880228
1422	0.4187880228
1423	0.4187562139
1424	0.4187562088
1425	0.4187562219
1426	0.4187562407
1427	0.4187562903
1428	0.4187562316
1429	0.4187562084
1430	0.4187562237
1431	0.4187561763
1432	0.4187562118
1433	0.4187562118
1434	0.4187551575
1435	0.4187550457
1436	0.4187550914
1437	0.418752224
1438	0.4187124055
1439	0.4187122646
1440	0.4187124534
1441	0.4187124211
1442	0.4187124056
1443	0.4187123732
1444	0.4187123646
1445	0.41871233
1446	0.4187095441
1447	0.4187094589
1448	0.4187095327
1449	0.4187094568
1450	0.4186845281
1451	0.4186845336
1452	0.4186845162
1453	0.4186845013
1454	0.4186844341
1455	0.4186845821
1456	0.4186846113
1457	0.4186845481
1458	0.4186845489
1459	0.4186774953
1460	0.4186432018
1461	0.4186182822
1462	0.4185929305
1463	0.4185886111
1464	0.4185886111
1465	0.4185403898
1466	0.4185403278
1467	0.4185403994
1468	0.4185403817
1469	0.4185089653
1470	0.4185079623
1471	0.4185034017
1472	0.4185033531
1473	0.4185033224
1474	0.4185033179
1475	0.4185034058
1476	0.4185033831
1477	0.4185033794
1478	0.4185034057
1479	0.4184625939
1480	0.4184625414
1481	0.4184625229
1482	0.418462467
1483	0.418462468
1484	0.4184624565
1485	0.4184616268
1486	0.4184615939
1487	0.4184615867
1488	0.4184610422
1489	0.4184611014
1490	0.4184611471
1491	0.4184528977
1492	0.4184518703
1493	0.4184518645
1494	0.4184463658
1495	0.4184463451
1496	0.4184464108
1497	0.4184463429
1498	0.4184463603
1499	0.4184463163
1500	0.4184463326
1501	0.4184463763
1502	0.41844639
1503	0.4184148455
1504	0.4184147651
1505	0.4184138531
1506	0.4184138453
1507	0.4184138649
1508	0.4183893083
1509	0.4183893226
1510	0.418386043
1511	0.4183860189
